### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]
    602.2000       -0.3877124E-001  -0.2474972E-001  -0.9600604E-003  -0.4012039E-002  -0.1238006E-002  -0.3782856E-002
    602.3000       -0.3886522E-001  -0.2515624E-001  -0.9204742E-003  -0.4118079E-002  -0.1209821E-002  -0.3903714E-002
    602.4000       -0.3895548E-001  -0.2557328E-001  -0.8852966E-003  -0.4222225E-002  -0.1186129E-002  -0.4024143E-002
    602.5000       -0.3904233E-001  -0.2600054E-001  -0.8517415E-003  -0.4322017E-002  -0.1164134E-002  -0.4141671E-002
    602.6000       -0.3912578E-001  -0.2643745E-001  -0.8167460E-003  -0.4414794E-002  -0.1140732E-002  -0.4253591E-002
    602.7000       -0.3920553E-001  -0.2688317E-001  -0.7771969E-003  -0.4497869E-002  -0.1112739E-002  -0.4357131E-002
    602.8000       -0.3928097E-001  -0.2733661E-001  -0.7301723E-003  -0.4568710E-002  -0.1077135E-002  -0.4449640E-002
    602.9000       -0.3935123E-001  -0.2779643E-001  -0.6731685E-003  -0.4625130E-002  -0.1031301E-002  -0.4528779E-002
    603.0000       -0.3941521E-001  -0.2826110E-001  -0.6042818E-003  -0.4665425E-002  -0.9732040E-003  -0.4592670E-002
    603.1000       -0.3947165E-001  -0.2872894E-001  -0.5223240E-003  -0.4688477E-002  -0.9015239E-003  -0.4640005E-002
    603.2000       -0.3951922E-001  -0.2919820E-001  -0.4268631E-003  -0.4693794E-002  -0.8157017E-003  -0.4670092E-002
    603.3000       -0.3955658E-001  -0.2966711E-001  -0.3181912E-003  -0.4681490E-002  -0.7159147E-003  -0.4682847E-002
    603.4000       -0.3958245E-001  -0.3013394E-001  -0.1972352E-003  -0.4652220E-002  -0.6029934E-003  -0.4678732E-002
    603.5000       -0.3959567E-001  -0.3059703E-001  -0.6543027E-004  -0.4607080E-002  -0.4782984E-003  -0.4658667E-002
    603.6000       -0.3959523E-001  -0.3105487E-001   0.7542313E-004  -0.4547499E-002  -0.3435796E-003  -0.4623914E-002
    603.7000       -0.3958035E-001  -0.3150610E-001   0.2233003E-003  -0.4475118E-002  -0.2008354E-003  -0.4575968E-002
    603.8000       -0.3955041E-001  -0.3194953E-001   0.3760777E-003  -0.4391685E-002  -0.5218579E-004  -0.4516451E-002
    603.9000       -0.3950504E-001  -0.3238413E-001   0.5316356E-003  -0.4298970E-002   0.1002317E-003  -0.4447018E-002
    604.0000       -0.3944406E-001  -0.3280907E-001   0.6879353E-003  -0.4198688E-002   0.2543421E-003  -0.4369290E-002
    604.1000       -0.3936749E-001  -0.3322367E-001   0.8430717E-003  -0.4092454E-002   0.4081887E-003  -0.4284798E-002
    604.2000       -0.3927554E-001  -0.3362741E-001   0.9953053E-003  -0.3981748E-002   0.5599675E-003  -0.4194953E-002
    604.3000       -0.3916858E-001  -0.3401991E-001   0.1143078E-002  -0.3867899E-002   0.7080461E-003  -0.4101019E-002
    604.4000       -0.3904712E-001  -0.3440092E-001   0.1285018E-002  -0.3752078E-002   0.8509690E-003  -0.4004114E-002
    604.5000       -0.3891181E-001  -0.3477030E-001   0.1419931E-002  -0.3635310E-002   0.9874567E-003  -0.3905213E-002
    604.6000       -0.3876340E-001  -0.3512798E-001   0.1546799E-002  -0.3518483E-002   0.1116398E-002  -0.3805159E-002
    604.7000       -0.3860275E-001  -0.3547402E-001   0.1664766E-002  -0.3402374E-002   0.1236844E-002  -0.3704687E-002
    604.8000       -0.3843077E-001  -0.3580851E-001   0.1773126E-002  -0.3287677E-002   0.1347996E-002  -0.3604451E-002
    604.9000       -0.3824846E-001  -0.3613162E-001   0.1871318E-002  -0.3175035E-002   0.1449200E-002  -0.3505057E-002
    605.0000       -0.3805686E-001  -0.3644360E-001   0.1958917E-002  -0.3065079E-002   0.1539941E-002  -0.3407101E-002
    605.1000       -0.3785704E-001  -0.3674475E-001   0.2035627E-002  -0.2958464E-002   0.1619836E-002  -0.3311209E-002
    605.2000       -0.3765010E-001  -0.3703543E-001   0.2101276E-002  -0.2855913E-002   0.1688632E-002  -0.3218077E-002
    605.3000       -0.3743716E-001  -0.3731609E-001   0.2155815E-002  -0.2758250E-002   0.1746202E-002  -0.3128512E-002
    605.4000       -0.3721931E-001  -0.3758728E-001   0.2199306E-002  -0.2666427E-002   0.1792540E-002  -0.3043459E-002
    605.5000       -0.3699766E-001  -0.3784961E-001   0.2231917E-002  -0.2581550E-002   0.1827751E-002  -0.2964027E-002
    605.6000       -0.3677328E-001  -0.3810386E-001   0.2253914E-002  -0.2504876E-002   0.1852049E-002  -0.2891492E-002
    605.7000       -0.3654722E-001  -0.3835091E-001   0.2265641E-002  -0.2437804E-002   0.1865734E-002  -0.2827292E-002
    605.8000       -0.3632048E-001  -0.3859179E-001   0.2267511E-002  -0.2381837E-002   0.1869182E-002  -0.2772985E-002
    605.9000       -0.3609403E-001  -0.3882770E-001   0.2259986E-002  -0.2338522E-002   0.1862830E-002  -0.2730200E-002
    606.0000       -0.3586878E-001  -0.3905997E-001   0.2243565E-002  -0.2309371E-002   0.1847159E-002  -0.2700547E-002
    606.1000       -0.3564559E-001  -0.3929009E-001   0.2218784E-002  -0.2295760E-002   0.1822690E-002  -0.2685526E-002
    606.2000       -0.3542528E-001  -0.3951967E-001   0.2186214E-002  -0.2298813E-002   0.1789991E-002  -0.2686403E-002
    606.3000       -0.3520859E-001  -0.3975043E-001   0.2146493E-002  -0.2319286E-002   0.1749694E-002  -0.2704089E-002
    606.4000       -0.3499620E-001  -0.3998412E-001   0.2100353E-002  -0.2357447E-002   0.1702530E-002  -0.2739020E-002
    606.5000       -0.3478870E-001  -0.4022250E-001   0.2048675E-002  -0.2412981E-002   0.1649377E-002  -0.2791051E-002
    606.6000       -0.3458661E-001  -0.4046727E-001   0.1992538E-002  -0.2484916E-002   0.1591311E-002  -0.2859374E-002
    606.7000       -0.3439030E-001  -0.4071998E-001   0.1933269E-002  -0.2571585E-002   0.1529651E-002  -0.2942479E-002
    606.8000       -0.3420001E-001  -0.4098200E-001   0.1872472E-002  -0.2670649E-002   0.1465993E-002  -0.3038160E-002
    606.9000       -0.3401580E-001  -0.4125442E-001   0.1812033E-002  -0.2779156E-002   0.1402208E-002  -0.3143575E-002
    607.0000       -0.3383752E-001  -0.4153803E-001   0.1754081E-002  -0.2893663E-002   0.1340413E-002  -0.3255357E-002
    607.1000       -0.3366482E-001  -0.4183323E-001   0.1700920E-002  -0.3010398E-002   0.1282893E-002  -0.3369779E-002
    607.2000       -0.3349710E-001  -0.4214005E-001   0.1654916E-002  -0.3125458E-002   0.1231999E-002  -0.3482941E-002
    607.3000       -0.3333352E-001  -0.4245814E-001   0.1618375E-002  -0.3235015E-002   0.1190023E-002  -0.3590985E-002
    607.4000       -0.3317304E-001  -0.4278675E-001   0.1593407E-002  -0.3335511E-002   0.1159060E-002  -0.3690290E-002
    607.5000       -0.3301439E-001  -0.4312483E-001   0.1581807E-002  -0.3423829E-002   0.1140892E-002  -0.3777647E-002
    607.6000       -0.3285618E-001  -0.4347103E-001   0.1584959E-002  -0.3497414E-002   0.1136896E-002  -0.3850389E-002
    607.7000       -0.3269688E-001  -0.4382376E-001   0.1603783E-002  -0.3554353E-002   0.1147986E-002  -0.3906472E-002
    607.8000       -0.3253489E-001  -0.4418130E-001   0.1638711E-002  -0.3593393E-002   0.1174590E-002  -0.3944505E-002
    607.9000       -0.3236860E-001  -0.4454182E-001   0.1689701E-002  -0.3613933E-002   0.1216668E-002  -0.3963743E-002
    608.0000       -0.3219643E-001  -0.4490347E-001   0.1756276E-002  -0.3615976E-002   0.1273746E-002  -0.3964046E-002
    608.1000       -0.3201685E-001  -0.4526442E-001   0.1837571E-002  -0.3600070E-002   0.1344967E-002  -0.3945829E-002
    608.2000       -0.3182846E-001  -0.4562292E-001   0.1932392E-002  -0.3567250E-002   0.1429148E-002  -0.3909999E-002
    608.3000       -0.3162997E-001  -0.4597735E-001   0.2039267E-002  -0.3518974E-002   0.1524831E-002  -0.3857904E-002
    608.4000       -0.3142026E-001  -0.4632626E-001   0.2156497E-002  -0.3457074E-002   0.1630331E-002  -0.3791277E-002
    608.5000       -0.3119839E-001  -0.4666838E-001   0.2282198E-002  -0.3383697E-002   0.1743781E-002  -0.3712189E-002
    608.6000       -0.3096361E-001  -0.4700270E-001   0.2414346E-002  -0.3301257E-002   0.1863174E-002  -0.3623000E-002
    608.7000       -0.3071538E-001  -0.4732842E-001   0.2550824E-002  -0.3212372E-002   0.1986408E-002  -0.3526294E-002
    608.8000       -0.3045337E-001  -0.4764505E-001   0.2689474E-002  -0.3119789E-002   0.2111340E-002  -0.3424813E-002
    608.9000       -0.3017748E-001  -0.4795235E-001   0.2828157E-002  -0.3026298E-002   0.2235843E-002  -0.3321365E-002
    609.0000       -0.2988781E-001  -0.4825037E-001   0.2964825E-002  -0.2934631E-002   0.2357878E-002  -0.3218724E-002
    609.1000       -0.2958465E-001  -0.4853942E-001   0.3097589E-002  -0.2847352E-002   0.2475562E-002  -0.3119524E-002
    609.2000       -0.2926848E-001  -0.4882006E-001   0.3224788E-002  -0.2766759E-002   0.2587243E-002  -0.3026151E-002
    609.3000       -0.2893992E-001  -0.4909306E-001   0.3345049E-002  -0.2694786E-002   0.2691552E-002  -0.2940641E-002
    609.4000       -0.2859973E-001  -0.4935936E-001   0.3457332E-002  -0.2632933E-002   0.2787459E-002  -0.2864612E-002
    609.5000       -0.2824874E-001  -0.4962002E-001   0.3560951E-002  -0.2582222E-002   0.2874288E-002  -0.2799210E-002
    609.6000       -0.2788784E-001  -0.4987619E-001   0.3655575E-002  -0.2543190E-002   0.2951727E-002  -0.2745094E-002
    609.7000       -0.2751793E-001  -0.5012905E-001   0.3741209E-002  -0.2515901E-002   0.3019803E-002  -0.2702451E-002
    609.8000       -0.2713989E-001  -0.5037975E-001   0.3818152E-002  -0.2499995E-002   0.3078847E-002  -0.2671031E-002
    609.9000       -0.2675457E-001  -0.5062940E-001   0.3886944E-002  -0.2494751E-002   0.3129440E-002  -0.2650215E-002
    610.0000       -0.2636275E-001  -0.5087902E-001   0.3948304E-002  -0.2499164E-002   0.3172352E-002  -0.2639083E-002
    610.1000       -0.2596513E-001  -0.5112952E-001   0.4003065E-002  -0.2512021E-002   0.3208477E-002  -0.2636493E-002
    610.2000       -0.2556233E-001  -0.5138166E-001   0.4052115E-002  -0.2531984E-002   0.3238768E-002  -0.2641159E-002
    610.3000       -0.2515487E-001  -0.5163610E-001   0.4096334E-002  -0.2557658E-002   0.3264186E-002  -0.2651722E-002
    610.4000       -0.2474319E-001  -0.5189334E-001   0.4136554E-002  -0.2587650E-002   0.3285642E-002  -0.2666810E-002
    610.5000       -0.2432767E-001  -0.5215373E-001   0.4173509E-002  -0.2620624E-002   0.3303962E-002  -0.2685090E-002
    610.6000       -0.2390858E-001  -0.5241752E-001   0.4207817E-002  -0.2655335E-002   0.3319856E-002  -0.2705311E-002
    610.7000       -0.2348617E-001  -0.5268482E-001   0.4239953E-002  -0.2690659E-002   0.3333893E-002  -0.2726326E-002
    610.8000       -0.2306065E-001  -0.5295564E-001   0.4270239E-002  -0.2725610E-002   0.3346492E-002  -0.2747120E-002
    610.9000       -0.2263218E-001  -0.5322990E-001   0.4298847E-002  -0.2759353E-002   0.3357920E-002  -0.2766821E-002
    611.0000       -0.2220094E-001  -0.5350745E-001   0.4325798E-002  -0.2791205E-002   0.3368290E-002  -0.2784700E-002
    611.1000       -0.2176708E-001  -0.5378806E-001   0.4350976E-002  -0.2820633E-002   0.3377572E-002  -0.2800178E-002
    611.2000       -0.2133081E-001  -0.5407148E-001   0.4374141E-002  -0.2847251E-002   0.3385611E-002  -0.2812819E-002
    611.3000       -0.2089233E-001  -0.5435741E-001   0.4394950E-002  -0.2870808E-002   0.3392137E-002  -0.2822322E-002
    611.4000       -0.2045191E-001  -0.5464554E-001   0.4412974E-002  -0.2891178E-002   0.3396789E-002  -0.2828513E-002
    611.5000       -0.2000985E-001  -0.5493554E-001   0.4427725E-002  -0.2908343E-002   0.3399135E-002  -0.2831331E-002
    611.6000       -0.1956649E-001  -0.5522710E-001   0.4438674E-002  -0.2922384E-002   0.3398692E-002  -0.2830815E-002
    611.7000       -0.1912226E-001  -0.5551992E-001   0.4445273E-002  -0.2933459E-002   0.3394953E-002  -0.2827089E-002
    611.8000       -0.1867760E-001  -0.5581370E-001   0.4446982E-002  -0.2941787E-002   0.3387401E-002  -0.2820345E-002
    611.9000       -0.1823304E-001  -0.5610819E-001   0.4443287E-002  -0.2947631E-002   0.3375539E-002  -0.2810827E-002
    612.0000       -0.1778914E-001  -0.5640315E-001   0.4433723E-002  -0.2951278E-002   0.3358906E-002  -0.2798810E-002
    612.1000       -0.1734651E-001  -0.5669838E-001   0.4417894E-002  -0.2953022E-002   0.3337101E-002  -0.2784584E-002
    612.2000       -0.1690578E-001  -0.5699370E-001   0.4395493E-002  -0.2953143E-002   0.3309804E-002  -0.2768436E-002
    612.3000       -0.1646763E-001  -0.5728897E-001   0.4366319E-002  -0.2951893E-002   0.3276792E-002  -0.2750631E-002
    612.4000       -0.1603274E-001  -0.5758404E-001   0.4330298E-002  -0.2949477E-002   0.3237965E-002  -0.2731396E-002
    612.5000       -0.1560180E-001  -0.5787883E-001   0.4287491E-002  -0.2946044E-002   0.3193350E-002  -0.2710907E-002
    612.6000       -0.1517547E-001  -0.5817322E-001   0.4238111E-002  -0.2941670E-002   0.3143126E-002  -0.2689279E-002
    612.7000       -0.1475438E-001  -0.5846713E-001   0.4182524E-002  -0.2936357E-002   0.3087624E-002  -0.2666555E-002
    612.8000       -0.1433915E-001  -0.5876046E-001   0.4121255E-002  -0.2930025E-002   0.3027334E-002  -0.2642702E-002
    612.9000       -0.1393030E-001  -0.5905310E-001   0.4054983E-002  -0.2922511E-002   0.2962905E-002  -0.2617609E-002
    613.0000       -0.1352829E-001  -0.5934491E-001   0.3984532E-002  -0.2913572E-002   0.2895133E-002  -0.2591090E-002
    613.1000       -0.1313350E-001  -0.5963575E-001   0.3910852E-002  -0.2902886E-002   0.2824951E-002  -0.2562884E-002
    613.2000       -0.1274620E-001  -0.5992542E-001   0.3835000E-002  -0.2890064E-002   0.2753402E-002  -0.2532663E-002
    613.3000       -0.1236654E-001  -0.6021368E-001   0.3758104E-002  -0.2874649E-002   0.2681612E-002  -0.2500040E-002
    613.4000       -0.1199457E-001  -0.6050025E-001   0.3681330E-002  -0.2856136E-002   0.2610752E-002  -0.2464575E-002
    613.5000       -0.1163023E-001  -0.6078478E-001   0.3605828E-002  -0.2833971E-002   0.2541988E-002  -0.2425788E-002
    613.6000       -0.1127333E-001  -0.6106690E-001   0.3532688E-002  -0.2807568E-002   0.2476432E-002  -0.2383167E-002
    613.7000       -0.1092358E-001  -0.6134614E-001   0.3462877E-002  -0.2776318E-002   0.2415083E-002  -0.2336177E-002
    613.8000       -0.1058061E-001  -0.6162198E-001   0.3397189E-002  -0.2739597E-002   0.2358768E-002  -0.2284271E-002
    613.9000       -0.1024398E-001  -0.6189385E-001   0.3336187E-002  -0.2696778E-002   0.2308090E-002  -0.2226899E-002
    614.0000       -0.9913209E-002  -0.6216111E-001   0.3280164E-002  -0.2647238E-002   0.2263375E-002  -0.2163511E-002
    614.1000       -0.9587786E-002  -0.6242306E-001   0.3229113E-002  -0.2590365E-002   0.2224651E-002  -0.2093568E-002
    614.2000       -0.9267231E-002  -0.6267892E-001   0.3182726E-002  -0.2525562E-002   0.2191632E-002  -0.2016542E-002
    614.3000       -0.8951104E-002  -0.6292789E-001   0.3140413E-002  -0.2452256E-002   0.2163744E-002  -0.1931919E-002
    614.4000       -0.8639039E-002  -0.6316907E-001   0.3101355E-002  -0.2369893E-002   0.2140169E-002  -0.1839201E-002
    614.5000       -0.8330757E-002  -0.6340154E-001   0.3064582E-002  -0.2277951E-002   0.2119922E-002  -0.1737902E-002
    614.6000       -0.8026081E-002  -0.6362432E-001   0.3029067E-002  -0.2175932E-002   0.2101950E-002  -0.1627555E-002
    614.7000       -0.7724935E-002  -0.6383638E-001   0.2993837E-002  -0.2063382E-002   0.2085238E-002  -0.1507714E-002
    614.8000       -0.7427332E-002  -0.6403664E-001   0.2958065E-002  -0.1939895E-002   0.2068911E-002  -0.1377969E-002
    614.9000       -0.7133360E-002  -0.6422398E-001   0.2921155E-002  -0.1805139E-002   0.2052315E-002  -0.1237965E-002
    615.0000       -0.6843150E-002  -0.6439728E-001   0.2882787E-002  -0.1658886E-002   0.2035070E-002  -0.1087432E-002
    615.1000       -0.6556853E-002  -0.6455537E-001   0.2842913E-002  -0.1501054E-002   0.2017073E-002  -0.9262311E-003
    615.2000       -0.6274611E-002  -0.6469711E-001   0.2801723E-002  -0.1331753E-002   0.1998460E-002  -0.7543991E-003
    615.3000       -0.5996541E-002  -0.6482135E-001   0.2759557E-002  -0.1151341E-002   0.1979529E-002  -0.5722096E-003
    615.4000       -0.5722720E-002  -0.6492703E-001   0.2716796E-002  -0.9604718E-003   0.1960621E-002  -0.3802266E-003
    615.5000       -0.5453191E-002  -0.6501313E-001   0.2673743E-002  -0.7601424E-003   0.1942005E-002  -0.1793514E-003
    615.6000       -0.5187977E-002  -0.6507879E-001   0.2630500E-002  -0.5517146E-003   0.1923756E-002   0.2914713E-004
    615.7000       -0.4927103E-002  -0.6512326E-001   0.2586892E-002  -0.3369145E-003   0.1905662E-002   0.2436289E-003
    615.8000       -0.4670628E-002  -0.6514603E-001   0.2542411E-002  -0.1178000E-003   0.1887174E-002   0.4621114E-003
    615.9000       -0.4418677E-002  -0.6514676E-001   0.2496228E-002   0.1033071E-003   0.1867405E-002   0.6823326E-003
    616.0000       -0.4171475E-002  -0.6512538E-001   0.2447244E-002   0.3239196E-003   0.1845178E-002   0.9018479E-003
    616.1000       -0.3929364E-002  -0.6508207E-001   0.2394191E-002   0.5415068E-003   0.1819128E-002   0.1118150E-002
    616.2000       -0.3692816E-002  -0.6501726E-001   0.2335757E-002   0.7536276E-003   0.1787819E-002   0.1328804E-002
    616.3000       -0.3462433E-002  -0.6493160E-001   0.2270720E-002   0.9580577E-003   0.1749883E-002   0.1531573E-002
    616.4000       -0.3238926E-002  -0.6482597E-001   0.2198072E-002   0.1152899E-002   0.1704148E-002   0.1724535E-002
    616.5000       -0.3023096E-002  -0.6470139E-001   0.2117115E-002   0.1336655E-002   0.1649734E-002   0.1906159E-002
    616.6000       -0.2815792E-002  -0.6455904E-001   0.2027514E-002   0.1508272E-002   0.1586119E-002   0.2075352E-002
    616.7000       -0.2617880E-002  -0.6440017E-001   0.1929321E-002   0.1667142E-002   0.1513161E-002   0.2231465E-002
    616.8000       -0.2430201E-002  -0.6422605E-001   0.1822949E-002   0.1813065E-002   0.1431088E-002   0.2374260E-002
    616.9000       -0.2253539E-002  -0.6403798E-001   0.1709130E-002   0.1946194E-002   0.1340451E-002   0.2503859E-002
    617.0000       -0.2088591E-002  -0.6383722E-001   0.1588843E-002   0.2066961E-002   0.1242067E-002   0.2620668E-002
    617.1000       -0.1935947E-002  -0.6362498E-001   0.1463252E-002   0.2175994E-002   0.1136948E-002   0.2725302E-002
    617.2000       -0.1796075E-002  -0.6340239E-001   0.1333627E-002   0.2274042E-002   0.1026238E-002   0.2818505E-002
    617.3000       -0.1669312E-002  -0.6317051E-001   0.1201285E-002   0.2361904E-002   0.9111466E-003   0.2901077E-002
    617.4000       -0.1555864E-002  -0.6293032E-001   0.1067544E-002   0.2440371E-002   0.7929036E-003   0.2973821E-002
    617.5000       -0.1455807E-002  -0.6268272E-001   0.9336771E-003   0.2510176E-002   0.6727184E-003   0.3037490E-002
    617.6000       -0.1369093E-002  -0.6242855E-001   0.8008915E-003   0.2571971E-002   0.5517531E-003   0.3092758E-002
    617.7000       -0.1295556E-002  -0.6216858E-001   0.6703087E-003   0.2626298E-002   0.4311049E-003   0.3140194E-002
    617.8000       -0.1234923E-002  -0.6190353E-001   0.5429551E-003   0.2673586E-002   0.3117950E-003   0.3180255E-002
    617.9000       -0.1186826E-002  -0.6163409E-001   0.4197581E-003   0.2714148E-002   0.1947631E-003   0.3213284E-002
    618.0000       -0.1150805E-002  -0.6136091E-001   0.3015439E-003   0.2748189E-002   0.8086486E-004   0.3239516E-002
    618.1000       -0.1126327E-002  -0.6108466E-001   0.1890384E-003   0.2775825E-002  -0.2912898E-004   0.3259089E-002
    618.2000       -0.1112787E-002  -0.6080596E-001   0.8286768E-004   0.2797095E-002  -0.1345330E-003   0.3272069E-002
    618.3000       -0.1109524E-002  -0.6052545E-001  -0.1644061E-004   0.2811990E-002  -0.2347473E-003   0.3278464E-002
    618.4000       -0.1115831E-002  -0.6024378E-001  -0.1084568E-003   0.2820476E-002  -0.3292582E-003   0.3278257E-002
    618.5000       -0.1130961E-002  -0.5996157E-001  -0.1928484E-003   0.2822521E-002  -0.4176388E-003   0.3271426E-002
    618.6000       -0.1154139E-002  -0.5967949E-001  -0.2693795E-003   0.2818121E-002  -0.4995500E-003   0.3257976E-002
    618.7000       -0.1184570E-002  -0.5939816E-001  -0.3379094E-003   0.2807326E-002  -0.5747404E-003   0.3237959E-002
    618.8000       -0.1221453E-002  -0.5911823E-001  -0.3983902E-003   0.2790254E-002  -0.6430455E-003   0.3211497E-002
    618.9000       -0.1263982E-002  -0.5884031E-001  -0.4508632E-003   0.2767117E-002  -0.7043854E-003   0.3178800E-002
    619.0000       -0.1311362E-002  -0.5856500E-001  -0.4954527E-003   0.2738221E-002  -0.7587610E-003   0.3140175E-002
    619.1000       -0.1362816E-002  -0.5829285E-001  -0.5323591E-003   0.2703972E-002  -0.8062473E-003   0.3096028E-002
    619.2000       -0.1417587E-002  -0.5802437E-001  -0.5618484E-003   0.2664870E-002  -0.8469853E-003   0.3046861E-002
    619.3000       -0.1474949E-002  -0.5776002E-001  -0.5842412E-003   0.2621499E-002  -0.8811719E-003   0.2993261E-002
    619.4000       -0.1534211E-002  -0.5750019E-001  -0.5998997E-003   0.2574500E-002  -0.9090484E-003   0.2935878E-002
    619.5000       -0.1594717E-002  -0.5724522E-001  -0.6092141E-003   0.2524556E-002  -0.9308877E-003   0.2875405E-002
    619.6000       -0.1655855E-002  -0.5699535E-001  -0.6125891E-003   0.2472357E-002  -0.9469818E-003   0.2812548E-002
    619.7000       -0.1717051E-002  -0.5675080E-001  -0.6104309E-003   0.2418576E-002  -0.9576298E-003   0.2747997E-002
    619.8000       -0.1777770E-002  -0.5651167E-001  -0.6031365E-003   0.2363839E-002  -0.9631276E-003   0.2682402E-002
    619.9000       -0.1837520E-002  -0.5627804E-001  -0.5910845E-003   0.2308702E-002  -0.9637589E-003   0.2616343E-002
    620.0000       -0.1895840E-002  -0.5604993E-001  -0.5746285E-003   0.2253633E-002  -0.9597892E-003   0.2550314E-002
    620.1000       -0.1952309E-002  -0.5582730E-001  -0.5540931E-003   0.2198994E-002  -0.9514622E-003   0.2484705E-002
    620.2000       -0.2006533E-002  -0.5561011E-001  -0.5297723E-003   0.2145042E-002  -0.9389977E-003   0.2419800E-002
    620.3000       -0.2058146E-002  -0.5539826E-001  -0.5019298E-003   0.2091922E-002  -0.9225920E-003   0.2355770E-002
    620.4000       -0.2106809E-002  -0.5519169E-001  -0.4707994E-003   0.2039677E-002  -0.9024188E-003   0.2292682E-002
    620.5000       -0.2152204E-002  -0.5499030E-001  -0.4365873E-003   0.1988258E-002  -0.8786302E-003   0.2230509E-002
    620.6000       -0.2194030E-002  -0.5479402E-001  -0.3994715E-003   0.1937544E-002  -0.8513572E-003   0.2169145E-002
    620.7000       -0.2232006E-002  -0.5460278E-001  -0.3596021E-003   0.1887353E-002  -0.8207085E-003   0.2108425E-002
    620.8000       -0.2265863E-002  -0.5441654E-001  -0.3170974E-003   0.1837472E-002  -0.7867671E-003   0.2048146E-002
    620.9000       -0.2295341E-002  -0.5423528E-001  -0.2720399E-003   0.1787674E-002  -0.7495851E-003   0.1988087E-002
    621.0000       -0.2320187E-002  -0.5405901E-001  -0.2244684E-003   0.1737740E-002  -0.7091760E-003   0.1928034E-002
    621.1000       -0.2340150E-002  -0.5388774E-001  -0.1743701E-003   0.1687485E-002  -0.6655052E-003   0.1867801E-002
    621.2000       -0.2354974E-002  -0.5372152E-001  -0.1216718E-003   0.1636770E-002  -0.6184812E-003   0.1807252E-002
    621.3000       -0.2364393E-002  -0.5356040E-001  -0.6623267E-004   0.1585524E-002  -0.5679466E-003   0.1746313E-002
    621.4000       -0.2368122E-002  -0.5340444E-001  -0.7839828E-005   0.1533756E-002  -0.5136732E-003   0.1684991E-002
    621.5000       -0.2365853E-002  -0.5325367E-001   0.5379033E-004   0.1481558E-002  -0.4553619E-003   0.1623380E-002
    621.6000       -0.2357245E-002  -0.5310813E-001   0.1190031E-003   0.1429112E-002  -0.3926508E-003   0.1561664E-002
    621.7000       -0.2341920E-002  -0.5296785E-001   0.1881860E-003   0.1376684E-002  -0.3251333E-003   0.1500117E-002
    621.8000       -0.2319462E-002  -0.5283279E-001   0.2617372E-003   0.1324612E-002  -0.2523894E-003   0.1439087E-002
    621.9000       -0.2289415E-002  -0.5270290E-001   0.3400189E-003   0.1273288E-002  -0.1740308E-003   0.1378982E-002
    622.0000       -0.2251292E-002  -0.5257809E-001   0.4232977E-003   0.1223130E-002  -0.8976220E-004   0.1320246E-002
    622.1000       -0.2204585E-002  -0.5245822E-001   0.5116701E-003   0.1174551E-002   0.5452730E-006   0.1263320E-002
    622.2000       -0.2148793E-002  -0.5234311E-001   0.6049792E-003   0.1127922E-002   0.9676845E-004   0.1208610E-002
    622.3000       -0.2083441E-002  -0.5223256E-001   0.7027278E-003   0.1083528E-002   0.1984434E-003   0.1156447E-002
    622.4000       -0.2008129E-002  -0.5212633E-001   0.8039982E-003   0.1041537E-002   0.3046822E-003   0.1107044E-002
    622.5000       -0.1922570E-002  -0.5202417E-001   0.9073899E-003   0.1001965E-002   0.4141066E-003   0.1060469E-002
    622.6000       -0.1826644E-002  -0.5192586E-001   0.1010989E-002   0.9646552E-003   0.5248146E-003   0.1016618E-002
    622.7000       -0.1720445E-002  -0.5183118E-001   0.1112384E-002   0.9292837E-003   0.6343898E-003   0.9752200E-003
    622.8000       -0.1604335E-002  -0.5173995E-001   0.1208730E-002   0.8953731E-003   0.7399655E-003   0.9358468E-003
    622.9000       -0.1478973E-002  -0.5165207E-001   0.1296876E-002   0.8623351E-003   0.8383445E-003   0.8979555E-003
    623.0000       -0.1345343E-002  -0.5156748E-001   0.1373529E-002   0.8295303E-003   0.9261682E-003   0.8609452E-003
    623.1000       -0.1204758E-002  -0.5148618E-001   0.1435467E-002   0.7963393E-003   0.1000121E-002   0.8242277E-003
    623.2000       -0.1058839E-002  -0.5140824E-001   0.1479741E-002   0.7622377E-003   0.1057143E-002   0.7873022E-003
    623.3000       -0.9094813E-003  -0.5133377E-001   0.1503880E-002   0.7268635E-003   0.1094635E-002   0.7498234E-003
    623.4000       -0.7587963E-003  -0.5126292E-001   0.1506042E-002   0.6900677E-003   0.1110612E-002   0.7116529E-003
    623.5000       -0.6090433E-003  -0.5119581E-001   0.1485118E-002   0.6519411E-003   0.1103816E-002   0.6728880E-003
    623.6000       -0.4625546E-003  -0.5113256E-001   0.1440761E-002   0.6128138E-003   0.1073751E-002   0.6338634E-003
    623.7000       -0.3216598E-003  -0.5107326E-001   0.1373367E-002   0.5732300E-003   0.1020664E-002   0.5951277E-003
    623.8000       -0.1886144E-003  -0.5101791E-001   0.1283997E-002   0.5339014E-003   0.9454774E-003   0.5573983E-003
