### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
### Sampling for ensemble average ##################
#   ista = 2000                                    #
#   nperiod = 500                                  #
#   nshift = 1                                     #
#   nsample= (nrec-ista-nperiod)/nshift+1 = 7502   #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]   [8]Re[Omega*u]   [9]Im[Omega*u]   [10]Re[s]        [11]Im[s]        [12]Re[r]        [13]Im[r]        
    227.0000       -0.1220890E-001   0.2164763E-002   0.1133032E-002  -0.1532106E-002   0.1359354E-002  -0.1434261E-002  -0.1127928E-005  -0.3224083E-004   0.4924612E-003  -0.4639664E-003   0.8680205E-003  -0.9380540E-003
    227.1000       -0.1209473E-001   0.2014045E-002   0.1151180E-002  -0.1481234E-002   0.1384616E-002  -0.1413870E-002  -0.7812557E-006  -0.3189180E-004   0.4917291E-003  -0.4628558E-003   0.8936683E-003  -0.9191226E-003
    227.2000       -0.1197850E-001   0.1868712E-002   0.1174383E-002  -0.1424513E-002   0.1414971E-002  -0.1387184E-002  -0.4492114E-006  -0.3153940E-004   0.4909684E-003  -0.4616956E-003   0.9244521E-003  -0.8939495E-003
    227.3000       -0.1185969E-001   0.1729310E-002   0.1202537E-002  -0.1362747E-002   0.1450360E-002  -0.1354903E-002  -0.1333836E-006  -0.3118254E-004   0.4901789E-003  -0.4604893E-003   0.9603140E-003  -0.8632313E-003
    227.4000       -0.1173784E-001   0.1596301E-002   0.1235204E-002  -0.1296816E-002   0.1490383E-002  -0.1317809E-002   0.1648661E-006  -0.3082016E-004   0.4893600E-003  -0.4592408E-003   0.1000858E-002  -0.8277483E-003
    227.5000       -0.1161252E-001   0.1470054E-002   0.1271631E-002  -0.1227667E-002   0.1534320E-002  -0.1276763E-002   0.4444337E-006  -0.3045133E-004   0.4885109E-003  -0.4579538E-003   0.1045364E-002  -0.7883575E-003
    227.6000       -0.1148342E-001   0.1350841E-002   0.1310781E-002  -0.1156307E-002   0.1581156E-002  -0.1232691E-002   0.7045001E-006  -0.3007530E-004   0.4876306E-003  -0.4566323E-003   0.1092821E-002  -0.7459835E-003
    227.7000       -0.1135032E-001   0.1238831E-002   0.1351384E-002  -0.1083788E-002   0.1629636E-002  -0.1186577E-002   0.9445536E-006  -0.2969159E-004   0.4867179E-003  -0.4552804E-003   0.1141974E-002  -0.7016047E-003
    227.8000       -0.1121314E-001   0.1134086E-002   0.1391998E-002  -0.1011188E-002   0.1678319E-002  -0.1139436E-002   0.1164407E-005  -0.2930004E-004   0.4857714E-003  -0.4539020E-003   0.1191384E-002  -0.6562344E-003
    227.9000       -0.1107197E-001   0.1036561E-002   0.1431084E-002  -0.9395854E-003   0.1725659E-002  -0.1092297E-002   0.1364206E-005  -0.2890081E-004   0.4847899E-003  -0.4525010E-003   0.1239504E-002  -0.6108956E-003
    228.0000       -0.1092703E-001   0.9461010E-003   0.1467084E-002  -0.8700320E-003   0.1770074E-002  -0.1046168E-002   0.1544429E-005  -0.2849446E-004   0.4837721E-003  -0.4510813E-003   0.1284758E-002  -0.5665923E-003
    228.1000       -0.1077871E-001   0.8624526E-003   0.1498497E-002  -0.8035210E-003   0.1810038E-002  -0.1002006E-002   0.1705872E-005  -0.2808188E-004   0.4827168E-003  -0.4496463E-003   0.1325615E-002  -0.5242776E-003
    228.2000       -0.1062753E-001   0.7852651E-003   0.1523956E-002  -0.7409570E-003   0.1844141E-002  -0.9606858E-003   0.1849631E-005  -0.2766430E-004   0.4816231E-003  -0.4481993E-003   0.1360669E-002  -0.4848222E-003
    228.3000       -0.1047415E-001   0.7141032E-003   0.1542286E-002  -0.6831275E-003   0.1871167E-002  -0.9229729E-003   0.1977066E-005  -0.2724324E-004   0.4804904E-003  -0.4467435E-003   0.1388699E-002  -0.4489862E-003
    228.4000       -0.1031934E-001   0.6484599E-003   0.1552552E-002  -0.6306823E-003   0.1890129E-002  -0.8894987E-003   0.2089761E-005  -0.2682050E-004   0.4793185E-003  -0.4452815E-003   0.1408721E-002  -0.4173967E-003
    228.5000       -0.1016393E-001   0.5877705E-003   0.1554087E-002  -0.5841190E-003   0.1900311E-002  -0.8607469E-003   0.2189477E-005  -0.2639804E-004   0.4781075E-003  -0.4438156E-003   0.1420014E-002  -0.3905333E-003
    228.6000       -0.1000883E-001   0.5314285E-003   0.1546500E-002  -0.5437784E-003   0.1901272E-002  -0.8370481E-003   0.2278103E-005  -0.2597793E-004   0.4768580E-003  -0.4423478E-003   0.1422135E-002  -0.3687224E-003
    228.7000       -0.9854943E-002   0.4788010E-003   0.1529667E-002  -0.5098480E-003   0.1892839E-002  -0.8185822E-003   0.2357605E-005  -0.2556232E-004   0.4755711E-003  -0.4408796E-003   0.1414910E-002  -0.3521403E-003
    228.8000       -0.9703199E-002   0.4292436E-003   0.1503706E-002  -0.4823727E-003   0.1875086E-002  -0.8053892E-003   0.2429978E-005  -0.2515335E-004   0.4742483E-003  -0.4394123E-003   0.1398408E-002  -0.3408236E-003
    228.9000       -0.9554495E-002   0.3821139E-003   0.1468939E-002  -0.4612726E-003   0.1848298E-002  -0.7973863E-003   0.2497205E-005  -0.2475309E-004   0.4728917E-003  -0.4379465E-003   0.1372909E-002  -0.3346867E-003
    229.0000       -0.9409689E-002   0.3367827E-003   0.1425846E-002  -0.4463629E-003   0.1812921E-002  -0.7943879E-003   0.2561218E-005  -0.2436353E-004   0.4715036E-003  -0.4364826E-003   0.1338857E-002  -0.3335418E-003
    229.1000       -0.9269584E-002   0.2926438E-003   0.1375018E-002  -0.4373772E-003   0.1769522E-002  -0.7961287E-003   0.2623874E-005  -0.2398651E-004   0.4700869E-003  -0.4350207E-003   0.1296811E-002  -0.3371215E-003
    229.2000       -0.9134921E-002   0.2491206E-003   0.1317106E-002  -0.4339885E-003   0.1718732E-002  -0.8022852E-003   0.2686926E-005  -0.2362374E-004   0.4686448E-003  -0.4335604E-003   0.1247401E-002  -0.3451010E-003
    229.3000       -0.9006376E-002   0.2056717E-003   0.1252778E-002  -0.4358304E-003   0.1661206E-002  -0.8124962E-003   0.2752016E-005  -0.2327676E-004   0.4671809E-003  -0.4321011E-003   0.1191273E-002  -0.3571183E-003
    229.4000       -0.8884558E-002   0.1617931E-003   0.1182677E-002  -0.4425140E-003   0.1597577E-002  -0.8263806E-003   0.2820665E-005  -0.2294695E-004   0.4656991E-003  -0.4306418E-003   0.1129057E-002  -0.3727918E-003
    229.5000       -0.8770014E-002   0.1170207E-003   0.1107390E-002  -0.4536419E-003   0.1528426E-002  -0.8435515E-003   0.2894266E-005  -0.2263555E-004   0.4642034E-003  -0.4291814E-003   0.1061329E-002  -0.3917346E-003
    229.6000       -0.8663236E-002   0.7092981E-004   0.1027417E-002  -0.4688188E-003   0.1454255E-002  -0.8636267E-003   0.2974094E-005  -0.2234368E-004   0.4626982E-003  -0.4277183E-003   0.9885830E-003  -0.4135647E-003
    229.7000       -0.8564673E-002   0.2313491E-004   0.9431628E-003  -0.4876581E-003   0.1375466E-002  -0.8862358E-003   0.3061306E-005  -0.2207235E-004   0.4611879E-003  -0.4262510E-003   0.9112165E-003  -0.4379125E-003
    229.8000       -0.8474737E-002  -0.2671141E-004   0.8549178E-003  -0.5097861E-003   0.1292350E-002  -0.9110241E-003   0.3156945E-005  -0.2182249E-004   0.4596774E-003  -0.4247775E-003   0.8295154E-003  -0.4644241E-003
    229.9000       -0.8393816E-002  -0.7891993E-004   0.7628621E-003  -0.5348432E-003   0.1205087E-002  -0.9376542E-003   0.3261956E-005  -0.2159500E-004   0.4581715E-003  -0.4232960E-003   0.7436533E-003  -0.4927632E-003
    230.0000       -0.8322289E-002  -0.1337661E-003   0.6670691E-003  -0.5624822E-003   0.1113748E-002  -0.9658046E-003   0.3377184E-005  -0.2139075E-004   0.4566750E-003  -0.4218043E-003   0.6536954E-003  -0.5226096E-003
    230.1000       -0.8260528E-002  -0.1914912E-003   0.5675185E-003  -0.5923666E-003   0.1018307E-002  -0.9951673E-003   0.3503387E-005  -0.2121061E-004   0.4551932E-003  -0.4203002E-003   0.5596104E-003  -0.5536565E-003
    230.2000       -0.8208913E-002  -0.2523032E-003   0.4641157E-003  -0.6241657E-003   0.9186616E-003  -0.1025444E-002   0.3641241E-005  -0.2105549E-004   0.4537313E-003  -0.4187813E-003   0.4612890E-003  -0.5856068E-003
    230.3000       -0.8167838E-002  -0.3163772E-003   0.3567180E-003  -0.6575506E-003   0.8146561E-003  -0.1056339E-002   0.3791337E-005  -0.2092632E-004   0.4522946E-003  -0.4172455E-003   0.3585702E-003  -0.6181676E-003
    230.4000       -0.8137708E-002  -0.3838551E-003   0.2451668E-003  -0.6921882E-003   0.7061150E-003  -0.1087559E-002   0.3954192E-005  -0.2082411E-004   0.4508887E-003  -0.4156901E-003   0.2512721E-003  -0.6510451E-003
    230.5000       -0.8118947E-002  -0.4548452E-003   0.1293245E-003  -0.7277364E-003   0.5928795E-003  -0.1118801E-002   0.4130237E-005  -0.2074992E-004   0.4495191E-003  -0.4141129E-003   0.1392301E-003  -0.6839387E-003
    230.6000       -0.8111989E-002  -0.5294209E-003   0.9115331E-005  -0.7638385E-003   0.4748492E-003  -0.1149752E-002   0.4319820E-005  -0.2070481E-004   0.4481918E-003  -0.4125115E-003   0.2233757E-004  -0.7165354E-003
    230.7000       -0.8117269E-002  -0.6076189E-003  -0.1154317E-003  -0.8001190E-003   0.3520256E-003  -0.1180078E-002   0.4523194E-005  -0.2068992E-004   0.4469127E-003  -0.4108834E-003  -0.9941034E-004  -0.7485050E-003
    230.8000       -0.8135214E-002  -0.6894374E-003  -0.2441407E-003  -0.8361802E-003   0.2245551E-003  -0.1209429E-002   0.4740510E-005  -0.2070634E-004   0.4456879E-003  -0.4092265E-003  -0.2258733E-003  -0.7794958E-003
    230.9000       -0.8166224E-002  -0.7748336E-003  -0.3766511E-003  -0.8715997E-003   0.9276927E-004  -0.1237425E-002   0.4971803E-005  -0.2075511E-004   0.4445237E-003  -0.4075384E-003  -0.3567262E-003  -0.8091320E-003
    231.0000       -0.8210652E-002  -0.8637211E-003  -0.5123867E-003  -0.9059311E-003  -0.4278290E-004  -0.1263667E-002   0.5216981E-005  -0.2083717E-004   0.4434264E-003  -0.4058170E-003  -0.4914263E-003  -0.8370129E-003
    231.1000       -0.8268782E-002  -0.9559679E-003  -0.6505366E-003  -0.9387060E-003  -0.1813137E-003  -0.1287728E-002   0.5475805E-005  -0.2095331E-004   0.4424026E-003  -0.4040603E-003  -0.6291921E-003  -0.8627144E-003
    231.2000       -0.8340805E-002  -0.1051394E-002  -0.7900511E-003  -0.9694386E-003  -0.3217902E-003  -0.1309163E-002   0.5747882E-005  -0.2110408E-004   0.4414589E-003  -0.4022666E-003  -0.7689970E-003  -0.8857926E-003
    231.3000       -0.8426796E-002  -0.1149771E-002  -0.9296551E-003  -0.9976330E-003  -0.4629456E-003  -0.1327514E-002   0.6032650E-005  -0.2128975E-004   0.4406017E-003  -0.4004341E-003  -0.9095799E-003  -0.9057904E-003
    231.4000       -0.8526690E-002  -0.1250820E-002  -0.1067880E-002  -0.1022793E-002  -0.6033093E-003  -0.1342318E-002   0.6329368E-005  -0.2151028E-004   0.4398376E-003  -0.3985614E-003  -0.1049476E-002  -0.9222462E-003
    231.5000       -0.8640272E-002  -0.1354212E-002  -0.1203115E-002  -0.1044432E-002  -0.7412560E-003  -0.1353117E-002   0.6637112E-005  -0.2176521E-004   0.4391730E-003  -0.3966474E-003  -0.1187066E-002  -0.9347040E-003
    231.6000       -0.8767158E-002  -0.1459573E-002  -0.1333670E-002  -0.1062087E-002  -0.8750689E-003  -0.1359470E-002   0.6954774E-005  -0.2205369E-004   0.4386138E-003  -0.3946909E-003  -0.1320638E-002  -0.9427250E-003
    231.7000       -0.8906794E-002  -0.1566482E-002  -0.1457851E-002  -0.1075327E-002  -0.1003015E-002  -0.1360965E-002   0.7281071E-005  -0.2237446E-004   0.4381661E-003  -0.3926915E-003  -0.1448462E-002  -0.9458990E-003
    231.8000       -0.9058461E-002  -0.1674479E-002  -0.1574039E-002  -0.1083768E-002  -0.1123422E-002  -0.1357229E-002   0.7614552E-005  -0.2272582E-004   0.4378351E-003  -0.3906487E-003  -0.1568871E-002  -0.9438544E-003
