### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
### Sampling for ensemble average ##################
#   ista = 2000                                    #
#   nperiod = 500                                  #
#   nshift = 1                                     #
#   nsample= (nrec-ista-nperiod)/nshift+1 = 7502   #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]   [8]Re[Omega*u]   [9]Im[Omega*u]   [10]Re[s]        [11]Im[s]        [12]Re[r]        [13]Im[r]        
    554.0000        0.4500831E-001   0.7372157E-001   0.2707481E-002   0.4841008E-003   0.3084738E-002   0.9764260E-003  -0.2063188E-003   0.8908472E-004  -0.6667224E-003  -0.2389606E-002   0.3957779E-002   0.3276947E-002
    554.1000        0.4527428E-001   0.7375945E-001   0.2611322E-002   0.2738452E-003   0.2993068E-002   0.7757650E-003  -0.2065133E-003   0.8975610E-004  -0.6850392E-003  -0.2402161E-002   0.3884620E-002   0.3088169E-002
    554.2000        0.4553045E-001   0.7377641E-001   0.2511396E-002   0.6572300E-004   0.2897779E-002   0.5770135E-003  -0.2066503E-003   0.9040985E-004  -0.7033082E-003  -0.2414544E-002   0.3807737E-002   0.2901148E-002
    554.3000        0.4577644E-001   0.7377269E-001   0.2407793E-002  -0.1394494E-003   0.2798927E-002   0.3809873E-003  -0.2067304E-003   0.9104491E-004  -0.7215247E-003  -0.2426747E-002   0.3727182E-002   0.2716690E-002
    554.4000        0.4601189E-001   0.7374864E-001   0.2300733E-002  -0.3410198E-003   0.2696695E-002   0.1883403E-003  -0.2067542E-003   0.9166024E-004  -0.7396842E-003  -0.2438760E-002   0.3643133E-002   0.2535440E-002
    554.5000        0.4623648E-001   0.7370463E-001   0.2190573E-002  -0.5385066E-003   0.2591396E-002  -0.4426278E-006  -0.2067227E-003   0.9225486E-004  -0.7577818E-003  -0.2450572E-002   0.3555900E-002   0.2357875E-002
    554.6000        0.4644992E-001   0.7364108E-001   0.2077789E-002  -0.7315951E-003   0.2483459E-002  -0.1850441E-003  -0.2066368E-003   0.9282786E-004  -0.7758126E-003  -0.2462176E-002   0.3465908E-002   0.2184304E-002
    554.7000        0.4665197E-001   0.7355846E-001   0.1962950E-002  -0.9201269E-003   0.2373404E-002  -0.3653053E-003  -0.2064975E-003   0.9337848E-004  -0.7937716E-003  -0.2473561E-002   0.3373674E-002   0.2014877E-002
    554.8000        0.4684246E-001   0.7345721E-001   0.1846688E-002  -0.1104085E-002   0.2261812E-002  -0.5412124E-003  -0.2063061E-003   0.9390611E-004  -0.8116536E-003  -0.2484719E-002   0.3279772E-002   0.1849600E-002
    554.9000        0.4702128E-001   0.7333779E-001   0.1729658E-002  -0.1283578E-002   0.2149284E-002  -0.7128812E-003  -0.2060636E-003   0.9441030E-004  -0.8294535E-003  -0.2495643E-002   0.3184801E-002   0.1688351E-002
    555.0000        0.4718839E-001   0.7320064E-001   0.1612503E-002  -0.1458820E-002   0.2036406E-002  -0.8805409E-003  -0.2057712E-003   0.9489077E-004  -0.8471662E-003  -0.2506324E-002   0.3089344E-002   0.1530892E-002
    555.1000        0.4734380E-001   0.7304616E-001   0.1495818E-002  -0.1630118E-002   0.1923717E-002  -0.1044518E-002  -0.2054299E-003   0.9534742E-004  -0.8647865E-003  -0.2516755E-002   0.2993933E-002   0.1376889E-002
    555.2000        0.4748758E-001   0.7287473E-001   0.1380125E-002  -0.1797850E-002   0.1811677E-002  -0.1205219E-002  -0.2050407E-003   0.9578030E-004  -0.8823094E-003  -0.2526929E-002   0.2899027E-002   0.1225930E-002
    555.3000        0.4761987E-001   0.7268669E-001   0.1265859E-002  -0.1962445E-002   0.1700657E-002  -0.1363111E-002  -0.2046044E-003   0.9618961E-004  -0.8997299E-003  -0.2536839E-002   0.2804992E-002   0.1077539E-002
    555.4000        0.4774081E-001   0.7248233E-001   0.1153356E-002  -0.2124368E-002   0.1590928E-002  -0.1518702E-002  -0.2041220E-003   0.9657565E-004  -0.9170433E-003  -0.2546479E-002   0.2712093E-002   0.9312009E-003
    555.5000        0.4785061E-001   0.7226189E-001   0.1042867E-002  -0.2284086E-002   0.1482668E-002  -0.1672516E-002  -0.2035942E-003   0.9693882E-004  -0.9342447E-003  -0.2555842E-002   0.2620507E-002   0.7863874E-003
    555.6000        0.4794946E-001   0.7202557E-001   0.9345677E-003  -0.2442045E-002   0.1375982E-002  -0.1825059E-002  -0.2030214E-003   0.9727959E-004  -0.9513297E-003  -0.2564923E-002   0.2530333E-002   0.6425839E-003
    555.7000        0.4803760E-001   0.7177353E-001   0.8285919E-003  -0.2598636E-002   0.1270928E-002  -0.1976792E-002  -0.2024042E-003   0.9759849E-004  -0.9682938E-003  -0.2573715E-002   0.2441626E-002   0.4993251E-003
    555.8000        0.4811526E-001   0.7150588E-001   0.7250603E-003  -0.2754158E-002   0.1167553E-002  -0.2128086E-002  -0.2017430E-003   0.9789609E-004  -0.9851329E-003  -0.2582214E-002   0.2354429E-002   0.3562314E-003
    555.9000        0.4818270E-001   0.7122273E-001   0.6241175E-003  -0.2908784E-002   0.1065927E-002  -0.2279194E-002  -0.2010381E-003   0.9817300E-004  -0.1001843E-002  -0.2590413E-002   0.2268808E-002   0.2130458E-003
    556.0000        0.4824018E-001   0.7092415E-001   0.5259643E-003  -0.3062531E-002   0.9661841E-003  -0.2430208E-002  -0.2002899E-003   0.9842987E-004  -0.1018420E-002  -0.2598307E-002   0.2184894E-002   0.6966896E-004
    556.1000        0.4828799E-001   0.7061026E-001   0.4308836E-003  -0.3215232E-002   0.8685457E-003  -0.2581036E-002  -0.1994987E-003   0.9866744E-004  -0.1034861E-002  -0.2605891E-002   0.2102905E-002  -0.7381222E-004
    556.2000        0.4832647E-001   0.7028115E-001   0.3392532E-003  -0.3366523E-002   0.7733405E-003  -0.2731379E-002  -0.1986649E-003   0.9888648E-004  -0.1051161E-002  -0.2613160E-002   0.2023167E-002  -0.2171052E-003
    556.3000        0.4835597E-001   0.6993702E-001   0.2515448E-003  -0.3515837E-002   0.6810051E-003  -0.2880726E-002  -0.1977891E-003   0.9908789E-004  -0.1067319E-002  -0.2620109E-002   0.1946113E-002  -0.3597049E-003
    556.4000        0.4837693E-001   0.6957808E-001   0.1683054E-003  -0.3662416E-002   0.5920685E-003  -0.3028361E-002  -0.1968720E-003   0.9927266E-004  -0.1083330E-002  -0.2626733E-002   0.1872271E-002  -0.5009007E-003
    556.5000        0.4838980E-001   0.6920465E-001   0.9012215E-004  -0.3805339E-002   0.5071194E-003  -0.3173384E-002  -0.1959147E-003   0.9944191E-004  -0.1099193E-002  -0.2633027E-002   0.1802227E-002  -0.6397988E-003
    556.6000        0.4839514E-001   0.6881717E-001   0.1757565E-004  -0.3943554E-002   0.4267605E-003  -0.3314747E-002  -0.1949184E-003   0.9959685E-004  -0.1114905E-002  -0.2638988E-002   0.1736584E-002  -0.7753562E-003
    556.7000        0.4839352E-001   0.6841614E-001  -0.4881546E-004  -0.4075929E-002   0.3515537E-003  -0.3451298E-002  -0.1938848E-003   0.9973882E-004  -0.1130464E-002  -0.2644610E-002   0.1675902E-002  -0.9064268E-003
    556.8000        0.4838559E-001   0.6800221E-001  -0.1086502E-003  -0.4201304E-002   0.2819628E-003  -0.3581832E-002  -0.1928155E-003   0.9986922E-004  -0.1145868E-002  -0.2649890E-002   0.1620646E-002  -0.1031812E-002
    556.9000        0.4837202E-001   0.6757615E-001  -0.1616947E-003  -0.4318539E-002   0.2183020E-003  -0.3705146E-002  -0.1917130E-003   0.9998951E-004  -0.1161116E-002  -0.2654824E-002   0.1571131E-002  -0.1150311E-002
    557.0000        0.4835348E-001   0.6713881E-001  -0.2079193E-003  -0.4426565E-002   0.1606961E-003  -0.3820086E-002  -0.1905796E-003   0.1001011E-003  -0.1176208E-002  -0.2659411E-002   0.1527484E-002  -0.1260776E-002
    557.1000        0.4833066E-001   0.6669117E-001  -0.2475181E-003  -0.4524428E-002   0.1090566E-003  -0.3925591E-002  -0.1894181E-003   0.1002054E-003  -0.1191143E-002  -0.2663647E-002   0.1489618E-002  -0.1362150E-002
    557.2000        0.4830419E-001   0.6623429E-001  -0.2809099E-003  -0.4611315E-002   0.6307669E-004  -0.4020729E-002  -0.1882314E-003   0.1003037E-003  -0.1205920E-002  -0.2667530E-002   0.1457228E-002  -0.1453504E-002
    557.3000        0.4827466E-001   0.6576930E-001  -0.3087206E-003  -0.4686585E-002   0.2224477E-004  -0.4104725E-002  -0.1870228E-003   0.1003971E-003  -0.1220541E-002  -0.2671059E-002   0.1429809E-002  -0.1534064E-002
    557.4000        0.4824260E-001   0.6529738E-001  -0.3317503E-003  -0.4749781E-002  -0.1412654E-004  -0.4176980E-002  -0.1857954E-003   0.1004865E-003  -0.1235005E-002  -0.2674234E-002   0.1406674E-002  -0.1603233E-002
    557.5000        0.4820844E-001   0.6481975E-001  -0.3509291E-003  -0.4800644E-002  -0.4686003E-004  -0.4237087E-002  -0.1845525E-003   0.1005725E-003  -0.1249314E-002  -0.2677054E-002   0.1387007E-002  -0.1660605E-002
    557.6000        0.4817251E-001   0.6433766E-001  -0.3672684E-003  -0.4839123E-002  -0.7686736E-004  -0.4284843E-002  -0.1832974E-003   0.1006556E-003  -0.1263469E-002  -0.2679521E-002   0.1369899E-002  -0.1705978E-002
    557.7000        0.4813505E-001   0.6385234E-001  -0.3818104E-003  -0.4865383E-002  -0.1051015E-003  -0.4320265E-002  -0.1820335E-003   0.1007360E-003  -0.1277471E-002  -0.2681635E-002   0.1354403E-002  -0.1739366E-002
    557.8000        0.4809617E-001   0.6336498E-001  -0.3955832E-003  -0.4879817E-002  -0.1325121E-003  -0.4343599E-002  -0.1807638E-003   0.1008134E-003  -0.1291321E-002  -0.2683400E-002   0.1339573E-002  -0.1761013E-002
    557.9000        0.4805592E-001   0.6287675E-001  -0.4095613E-003  -0.4883052E-002  -0.1600082E-003  -0.4355333E-002  -0.1794914E-003   0.1008876E-003  -0.1305021E-002  -0.2684817E-002   0.1324504E-002  -0.1771404E-002
    558.0000        0.4801423E-001   0.6238872E-001  -0.4246363E-003  -0.4875962E-002  -0.1884276E-003  -0.4356208E-002  -0.1782190E-003   0.1009580E-003  -0.1318572E-002  -0.2685890E-002   0.1308364E-002  -0.1771277E-002
    558.1000        0.4797093E-001   0.6190186E-001  -0.4415950E-003  -0.4859666E-002  -0.2185159E-003  -0.4347226E-002  -0.1769490E-003   0.1010239E-003  -0.1331976E-002  -0.2686622E-002   0.1290409E-002  -0.1761628E-002
    558.2000        0.4792582E-001   0.6141704E-001  -0.4611069E-003  -0.4835528E-002  -0.2509133E-003  -0.4329644E-002  -0.1756836E-003   0.1010844E-003  -0.1345233E-002  -0.2687020E-002   0.1270004E-002  -0.1743709E-002
    558.3000        0.4787861E-001   0.6093497E-001  -0.4837177E-003  -0.4805134E-002  -0.2861471E-003  -0.4304961E-002  -0.1744245E-003   0.1011384E-003  -0.1358346E-002  -0.2687087E-002   0.1246623E-002  -0.1719013E-002
    558.4000        0.4782896E-001   0.6045617E-001  -0.5098480E-003  -0.4770265E-002  -0.3246301E-003  -0.4274885E-002  -0.1731729E-003   0.1011850E-003  -0.1371314E-002  -0.2686828E-002   0.1219856E-002  -0.1689242E-002
    558.5000        0.4777651E-001   0.5998100E-001  -0.5397955E-003  -0.4732843E-002  -0.3666612E-003  -0.4241287E-002  -0.1719297E-003   0.1012230E-003  -0.1384138E-002  -0.2686250E-002   0.1189406E-002  -0.1656260E-002
    558.6000        0.4772087E-001   0.5950962E-001  -0.5737388E-003  -0.4694872E-002  -0.4124289E-003  -0.4206135E-002  -0.1706951E-003   0.1012514E-003  -0.1396819E-002  -0.2685358E-002   0.1155086E-002  -0.1622029E-002
    558.7000        0.4766163E-001   0.5904198E-001  -0.6117430E-003  -0.4658352E-002  -0.4620152E-003  -0.4171420E-002  -0.1694688E-003   0.1012692E-003  -0.1409358E-002  -0.2684157E-002   0.1116812E-002  -0.1588532E-002
    558.8000        0.4759839E-001   0.5857783E-001  -0.6537660E-003  -0.4625202E-002  -0.5154011E-003  -0.4139065E-002  -0.1682500E-003   0.1012754E-003  -0.1421754E-002  -0.2682654E-002   0.1074603E-002  -0.1557687E-002
    558.9000        0.4753075E-001   0.5811676E-001  -0.6996660E-003  -0.4597174E-002  -0.5724725E-003  -0.4110848E-002  -0.1670376E-003   0.1012692E-003  -0.1434008E-002  -0.2680854E-002   0.1028573E-002  -0.1531263E-002
    559.0000        0.4745833E-001   0.5765818E-001  -0.7492103E-003  -0.4575777E-002  -0.6330281E-003  -0.4088315E-002  -0.1658298E-003   0.1012497E-003  -0.1446118E-002  -0.2678762E-002   0.9789195E-003  -0.1510803E-002
    559.1000        0.4738079E-001   0.5720135E-001  -0.8020868E-003  -0.4562217E-002  -0.6967889E-003  -0.4072728E-002  -0.1646247E-003   0.1012165E-003  -0.1458084E-002  -0.2676384E-002   0.9259201E-003  -0.1497561E-002
    559.2000        0.4729781E-001   0.5674544E-001  -0.8579161E-003  -0.4557361E-002  -0.7634100E-003  -0.4065014E-002  -0.1634200E-003   0.1011688E-003  -0.1469907E-002  -0.2673723E-002   0.8699165E-003  -0.1492460E-002
    559.3000        0.4720912E-001   0.5628957E-001  -0.9162673E-003  -0.4561717E-002  -0.8324939E-003  -0.4065752E-002  -0.1622133E-003   0.1011065E-003  -0.1481584E-002  -0.2670785E-002   0.8113030E-003  -0.1496074E-002
    559.4000        0.4711449E-001   0.5583279E-001  -0.9766732E-003  -0.4575443E-002  -0.9036057E-003  -0.4075176E-002  -0.1610020E-003   0.1010291E-003  -0.1493115E-002  -0.2667572E-002   0.7505109E-003  -0.1508633E-002
    559.5000        0.4701374E-001   0.5537417E-001  -0.1038648E-002  -0.4598376E-002  -0.9762891E-003  -0.4093200E-002  -0.1597839E-003   0.1009367E-003  -0.1504498E-002  -0.2664088E-002   0.6879931E-003  -0.1530049E-002
    559.6000        0.4690673E-001   0.5491282E-001  -0.1101702E-002  -0.4630079E-002  -0.1050082E-002  -0.4119462E-002  -0.1585563E-003   0.1008291E-003  -0.1515734E-002  -0.2660335E-002   0.6242085E-003  -0.1559957E-002
    559.7000        0.4679338E-001   0.5444789E-001  -0.1165358E-002  -0.4669891E-002  -0.1124529E-002  -0.4153379E-002  -0.1573173E-003   0.1007065E-003  -0.1526820E-002  -0.2656316E-002   0.5596081E-003  -0.1597770E-002
    559.8000        0.4667365E-001   0.5397860E-001  -0.1229164E-002  -0.4716990E-002  -0.1199196E-002  -0.4194200E-002  -0.1560647E-003   0.1005691E-003  -0.1537755E-002  -0.2652032E-002   0.4946232E-003  -0.1642738E-002
    559.9000        0.4654755E-001   0.5350427E-001  -0.1292700E-002  -0.4770451E-002  -0.1273679E-002  -0.4241072E-002  -0.1547968E-003   0.1004171E-003  -0.1548538E-002  -0.2647484E-002   0.4296563E-003  -0.1694005E-002
    560.0000        0.4641513E-001   0.5302433E-001  -0.1355583E-002  -0.4829299E-002  -0.1347604E-002  -0.4293086E-002  -0.1535122E-003   0.1002508E-003  -0.1559168E-002  -0.2642675E-002   0.3650764E-003  -0.1750663E-002
    560.1000        0.4627647E-001   0.5253827E-001  -0.1417473E-002  -0.4892557E-002  -0.1420636E-002  -0.4349330E-002  -0.1522095E-003   0.1000707E-003  -0.1569644E-002  -0.2637603E-002   0.3012179E-003  -0.1811798E-002
    560.2000        0.4613168E-001   0.5204570E-001  -0.1478064E-002  -0.4959279E-002  -0.1492470E-002  -0.4408917E-002  -0.1508878E-003   0.9987723E-004  -0.1579965E-002  -0.2632270E-002   0.2383829E-003  -0.1876525E-002
    560.3000        0.4598091E-001   0.5154633E-001  -0.1537081E-002  -0.5028575E-002  -0.1562828E-002  -0.4471020E-002  -0.1495464E-003   0.9967079E-004  -0.1590129E-002  -0.2626676E-002   0.1768477E-003  -0.1944015E-002
    560.4000        0.4582433E-001   0.5103993E-001  -0.1594269E-002  -0.5099627E-002  -0.1631447E-002  -0.4534876E-002  -0.1481848E-003   0.9945194E-004  -0.1600136E-002  -0.2620820E-002   0.1168729E-003  -0.2013508E-002
    560.5000        0.4566213E-001   0.5052637E-001  -0.1649383E-002  -0.5171695E-002  -0.1698072E-002  -0.4599802E-002  -0.1468026E-003   0.9922122E-004  -0.1609984E-002  -0.2614704E-002   0.5871456E-004  -0.2084320E-002
    560.6000        0.4549453E-001   0.5000558E-001  -0.1702173E-002  -0.5244113E-002  -0.1762435E-002  -0.4665185E-002  -0.1453999E-003   0.9897923E-004  -0.1619673E-002  -0.2608325E-002   0.2638370E-005  -0.2155839E-002
    560.7000        0.4532178E-001   0.4947755E-001  -0.1752366E-002  -0.5316279E-002  -0.1824246E-002  -0.4730477E-002  -0.1439767E-003   0.9872661E-004  -0.1629203E-002  -0.2601685E-002  -0.5106671E-004  -0.2227518E-002
    560.8000        0.4514415E-001   0.4894235E-001  -0.1799664E-002  -0.5387645E-002  -0.1883180E-002  -0.4795180E-002  -0.1425332E-003   0.9846404E-004  -0.1638571E-002  -0.2594783E-002  -0.1020755E-003  -0.2298861E-002
    560.9000        0.4496195E-001   0.4840007E-001  -0.1843720E-002  -0.5457701E-002  -0.1938865E-002  -0.4858832E-002  -0.1410698E-003   0.9819227E-004  -0.1647779E-002  -0.2587619E-002  -0.1500160E-003  -0.2369404E-002
    561.0000        0.4477553E-001   0.4785087E-001  -0.1884144E-002  -0.5525961E-002  -0.1990876E-002  -0.4920989E-002  -0.1395871E-003   0.9791214E-004  -0.1656825E-002  -0.2580193E-002  -0.1944631E-003  -0.2438708E-002
    561.1000        0.4458526E-001   0.4729495E-001  -0.1920492E-002  -0.5591951E-002  -0.2038733E-002  -0.4981219E-002  -0.1380856E-003   0.9762455E-004  -0.1665710E-002  -0.2572505E-002  -0.2349374E-003  -0.2506339E-002
    561.2000        0.4439158E-001   0.4673257E-001  -0.1952279E-002  -0.5655203E-002  -0.2081910E-002  -0.5039085E-002  -0.1365663E-003   0.9733053E-004  -0.1674433E-002  -0.2564554E-002  -0.2709106E-003  -0.2571861E-002
    561.3000        0.4419497E-001   0.4616402E-001  -0.1978987E-002  -0.5715250E-002  -0.2119843E-002  -0.5094147E-002  -0.1350299E-003   0.9703122E-004  -0.1682994E-002  -0.2556342E-002  -0.3018190E-003  -0.2634837E-002
    561.4000        0.4399597E-001   0.4558964E-001  -0.2000089E-002  -0.5771633E-002  -0.2151956E-002  -0.5145964E-002  -0.1334777E-003   0.9672786E-004  -0.1691395E-002  -0.2547868E-002  -0.3270838E-003  -0.2694824E-002
    561.5000        0.4379516E-001   0.4500983E-001  -0.2015072E-002  -0.5823909E-002  -0.2177684E-002  -0.5194103E-002  -0.1319109E-003   0.9642182E-004  -0.1699634E-002  -0.2539133E-002  -0.3461392E-003  -0.2751392E-002
    561.6000        0.4359318E-001   0.4442501E-001  -0.2023474E-002  -0.5871668E-002  -0.2196511E-002  -0.5238156E-002  -0.1303307E-003   0.9611458E-004  -0.1707715E-002  -0.2530139E-002  -0.3584655E-003  -0.2804132E-002
    561.7000        0.4339070E-001   0.4383566E-001  -0.2024916E-002  -0.5914553E-002  -0.2208002E-002  -0.5277758E-002  -0.1287387E-003   0.9580772E-004  -0.1715637E-002  -0.2520886E-002  -0.3636265E-003  -0.2852680E-002
    561.8000        0.4318843E-001   0.4324227E-001  -0.2019141E-002  -0.5952285E-002  -0.2211846E-002  -0.5312615E-002  -0.1271363E-003   0.9550288E-004  -0.1723403E-002  -0.2511375E-002  -0.3613071E-003  -0.2896742E-002
    561.9000        0.4298711E-001   0.4264538E-001  -0.2006047E-002  -0.5984683E-002  -0.2207888E-002  -0.5342524E-002  -0.1255252E-003   0.9520175E-004  -0.1731014E-002  -0.2501610E-002  -0.3513487E-003  -0.2936116E-002
    562.0000        0.4278747E-001   0.4204551E-001  -0.1985714E-002  -0.6011689E-002  -0.2196160E-002  -0.5367398E-002  -0.1239072E-003   0.9490601E-004  -0.1738474E-002  -0.2491591E-002  -0.3337794E-003  -0.2970714E-002
    562.1000        0.4259020E-001   0.4144322E-001  -0.1958427E-002  -0.6033384E-002  -0.2176903E-002  -0.5387288E-002  -0.1222837E-003   0.9461731E-004  -0.1745784E-002  -0.2481321E-002  -0.3088361E-003  -0.3000585E-002
    562.2000        0.4239600E-001   0.4083901E-001  -0.1924683E-002  -0.6050002E-002  -0.2150580E-002  -0.5402394E-002  -0.1206564E-003   0.9433717E-004  -0.1752947E-002  -0.2470803E-002  -0.2769763E-003  -0.3025928E-002
    562.3000        0.4220546E-001   0.4023337E-001  -0.1885192E-002  -0.6061936E-002  -0.2117874E-002  -0.5413076E-002  -0.1190267E-003   0.9406700E-004  -0.1759968E-002  -0.2460039E-002  -0.2388794E-003  -0.3047104E-002
    562.4000        0.4201912E-001   0.3962676E-001  -0.1840865E-002  -0.6069740E-002  -0.2079682E-002  -0.5419860E-002  -0.1173961E-003   0.9380801E-004  -0.1766850E-002  -0.2449034E-002  -0.1954363E-003  -0.3064634E-002
    562.5000        0.4183741E-001   0.3901954E-001  -0.1792791E-002  -0.6074123E-002  -0.2037090E-002  -0.5423431E-002  -0.1157656E-003   0.9356117E-004  -0.1773596E-002  -0.2437791E-002  -0.1477280E-003  -0.3079201E-002
    562.6000        0.4166064E-001   0.3841202E-001  -0.1742207E-002  -0.6075937E-002  -0.1991344E-002  -0.5424624E-002  -0.1141361E-003   0.9332717E-004  -0.1780211E-002  -0.2426314E-002  -0.9699633E-004  -0.3091637E-002
    562.7000        0.4148901E-001   0.3780441E-001  -0.1690459E-002  -0.6076164E-002  -0.1943813E-002  -0.5424413E-002  -0.1125083E-003   0.9310642E-004  -0.1786699E-002  -0.2414606E-002  -0.4460558E-004  -0.3102913E-002
    562.8000        0.4132254E-001   0.3719680E-001  -0.1638957E-002  -0.6075886E-002  -0.1895947E-002  -0.5423884E-002  -0.1108823E-003   0.9289899E-004  -0.1793065E-002  -0.2402672E-002   0.7999866E-005  -0.3114110E-002
    562.9000        0.4116116E-001   0.3658921E-001  -0.1589133E-002  -0.6076264E-002  -0.1849228E-002  -0.5424212E-002  -0.1092583E-003   0.9270464E-004  -0.1799312E-002  -0.2390516E-002   0.5934224E-004  -0.3126401E-002
    563.0000        0.4100461E-001   0.3598149E-001  -0.1542389E-002  -0.6078497E-002  -0.1805122E-002  -0.5426627E-002  -0.1076356E-003   0.9252280E-004  -0.1805445E-002  -0.2378142E-002   0.1079585E-003  -0.3141007E-002
    563.1000        0.4085253E-001   0.3537340E-001  -0.1500052E-002  -0.6083785E-002  -0.1765032E-002  -0.5432366E-002  -0.1060137E-003   0.9235260E-004  -0.1811467E-002  -0.2365554E-002   0.1524490E-003  -0.3159164E-002
    563.2000        0.4070442E-001   0.3476459E-001  -0.1463327E-002  -0.6093270E-002  -0.1730250E-002  -0.5442626E-002  -0.1043913E-003   0.9219288E-004  -0.1817384E-002  -0.2352756E-002   0.1915246E-003  -0.3182063E-002
    563.3000        0.4055965E-001   0.3415458E-001  -0.1433251E-002  -0.6107986E-002  -0.1701911E-002  -0.5458505E-002  -0.1027671E-003   0.9204221E-004  -0.1823197E-002  -0.2339752E-002   0.2240525E-003  -0.3210795E-002
    563.4000        0.4041752E-001   0.3354279E-001  -0.1410659E-002  -0.6128786E-002  -0.1680952E-002  -0.5480929E-002  -0.1011392E-003   0.9189899E-004  -0.1828910E-002  -0.2326545E-002   0.2490976E-003  -0.3246283E-002
    563.5000        0.4027725E-001   0.3292860E-001  -0.1396143E-002  -0.6156276E-002  -0.1668073E-002  -0.5510584E-002  -0.9950587E-004   0.9176144E-004  -0.1834527E-002  -0.2313138E-002   0.2659599E-003  -0.3289207E-002
    563.6000        0.4013801E-001   0.3231130E-001  -0.1390029E-002  -0.6190752E-002  -0.1663709E-002  -0.5547844E-002  -0.9786489E-004   0.9162768E-004  -0.1840048E-002  -0.2299535E-002   0.2742044E-003  -0.3339937E-002
    563.7000        0.3999896E-001   0.3169021E-001  -0.1392359E-002  -0.6232136E-002  -0.1668008E-002  -0.5592708E-002  -0.9621420E-004   0.9149579E-004  -0.1845477E-002  -0.2285736E-002   0.2736825E-003  -0.3398468E-002
    563.8000        0.3985926E-001   0.3106466E-001  -0.1402881E-002  -0.6279945E-002  -0.1680823E-002  -0.5644762E-002  -0.9455177E-004   0.9136386E-004  -0.1850814E-002  -0.2271745E-002   0.2645423E-003  -0.3464381E-002
    563.9000        0.3971813E-001   0.3043404E-001  -0.1421061E-002  -0.6333280E-002  -0.1701710E-002  -0.5703159E-002  -0.9287577E-004   0.9123006E-004  -0.1856060E-002  -0.2257563E-002   0.2472251E-003  -0.3536826E-002
    564.0000        0.3957482E-001   0.2979786E-001  -0.1446100E-002  -0.6390858E-002  -0.1729953E-002  -0.5766646E-002  -0.9118466E-004   0.9109271E-004  -0.1861216E-002  -0.2243190E-002   0.2224468E-003  -0.3614549E-002
    564.1000        0.3942871E-001   0.2915578E-001  -0.1476977E-002  -0.6451078E-002  -0.1764595E-002  -0.5833630E-002  -0.8947732E-004   0.9095028E-004  -0.1866281E-002  -0.2228629E-002   0.1911636E-003  -0.3695951E-002
    564.2000        0.3927927E-001   0.2850762E-001  -0.1512495E-002  -0.6512128E-002  -0.1804486E-002  -0.5902276E-002  -0.8775310E-004   0.9080148E-004  -0.1871256E-002  -0.2213880E-002   0.1545228E-003  -0.3779197E-002
    564.3000        0.3912610E-001   0.2785339E-001  -0.1551349E-002  -0.6572124E-002  -0.1848350E-002  -0.5970647E-002  -0.8601189E-004   0.9064529E-004  -0.1876139E-002  -0.2198944E-002   0.1138009E-003  -0.3862348E-002
    564.4000        0.3896894E-001   0.2719329E-001  -0.1592194E-002  -0.6629255E-002  -0.1894850E-002  -0.6036850E-002  -0.8425410E-004   0.9048094E-004  -0.1880931E-002  -0.2183821E-002   0.7033480E-004  -0.3943510E-002
    564.5000        0.3880764E-001   0.2652769E-001  -0.1633716E-002  -0.6681924E-002  -0.1942659E-002  -0.6099181E-002  -0.8248063E-004   0.9030796E-004  -0.1885629E-002  -0.2168512E-002   0.2545043E-004  -0.4020976E-002
    564.6000        0.3864221E-001   0.2585710E-001  -0.1674697E-002  -0.6728867E-002  -0.1990530E-002  -0.6156247E-002  -0.8069280E-004   0.9012614E-004  -0.1890233E-002  -0.2153019E-002  -0.1960435E-004  -0.4093354E-002
    564.7000        0.3847276E-001   0.2518214E-001  -0.1714069E-002  -0.6769230E-002  -0.2037350E-002  -0.6207049E-002  -0.7889225E-004   0.8993555E-004  -0.1894741E-002  -0.2137342E-002  -0.6371668E-004  -0.4159643E-002
    564.8000        0.3829948E-001   0.2450348E-001  -0.1750959E-002  -0.6802595E-002  -0.2082184E-002  -0.6251020E-002  -0.7708080E-004   0.8973646E-004  -0.1899152E-002  -0.2121483E-002  -0.1059513E-003  -0.4219274E-002
    564.9000        0.3812267E-001   0.2382185E-001  -0.1784703E-002  -0.6828967E-002  -0.2124303E-002  -0.6288013E-002  -0.7526038E-004   0.8952935E-004  -0.1903466E-002  -0.2105443E-002  -0.1455758E-003  -0.4272100E-002
    565.0000        0.3794266E-001   0.2313791E-001  -0.1814856E-002  -0.6848712E-002  -0.2163184E-002  -0.6318250E-002  -0.7343285E-004   0.8931484E-004  -0.1907682E-002  -0.2089225E-002  -0.1820690E-003  -0.4318339E-002
    565.1000        0.3775983E-001   0.2245231E-001  -0.1841181E-002  -0.6862476E-002  -0.2198510E-002  -0.6342241E-002  -0.7160000E-004   0.8909366E-004  -0.1911798E-002  -0.2072832E-002  -0.2151120E-003  -0.4358503E-002
    565.2000        0.3757455E-001   0.2176559E-001  -0.1863622E-002  -0.6871084E-002  -0.2230145E-002  -0.6360692E-002  -0.6976340E-004   0.8886661E-004  -0.1915814E-002  -0.2056265E-002  -0.2445676E-003  -0.4393293E-002
